Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.004,,,
Horizontal Delay,0,,,
Sample Interval,4e-06,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,500,,,
Vertical Units,V,,,
Vertical Offset,0,,,
Vertical Scale,250,,,
Vertical Position,1.42,,,
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-1.9016e-02,172.539,350,-505.391,3.15781
-1.9012e-02,173.32,348.398,-505.625,3.17813
-1.9008e-02,176.562,348.203,-509.258,3.17344
-1.9004e-02,178.281,348.477,-508.984,3.17969
-1.9000e-02,179.297,347.656,-508.984,3.19375
-1.8996e-02,179.922,347.188,-509.297,3.18281
-1.8992e-02,180.82,346.562,-509.688,3.22031
-1.8988e-02,181.523,346.758,-509.453,3.22812
-1.8984e-02,181.25,345.781,-507.617,3.22344
-1.8980e-02,182.148,344.102,-508.555,3.23594
-1.8976e-02,183.555,343.086,-509.492,3.25937
-1.8972e-02,185.234,341.914,-510.703,3.25625
-1.8968e-02,187.656,341.055,-514.258,3.30156
-1.8964e-02,190.703,342.5,-515.391,3.30937
-1.8960e-02,192.305,342.5,-515.859,3.33281
-1.8956e-02,193.438,342.188,-516.797,3.33594
-1.8952e-02,194.57,342.188,-517.773,3.325
-1.8948e-02,195.664,341.602,-518.633,3.36875
-1.8944e-02,196.484,342.07,-520.117,3.3625
-1.8940e-02,197.812,342.617,-521.445,3.36094
-1.8936e-02,198.906,343.125,-523.086,3.38125
-1.8932e-02,199.609,343.438,-524.102,3.39844
-1.8928e-02,200.43,344.258,-525.938,3.41875
-1.8924e-02,200.547,345.234,-527.539,3.45781
-1.8920e-02,202.07,346.367,-529.297,3.42969
-1.8916e-02,202.383,347.891,-531.094,3.42656
-1.8912e-02,202.383,348.672,-533.164,3.45781
-1.8908e-02,203.008,350.234,-534.648,3.41719
-1.8904e-02,203.398,350.703,-535.977,3.44687
-1.8900e-02,204.531,351.523,-537.227,3.45
-1.8896e-02,205.43,351.367,-538.125,3.47031
-1.8892e-02,206.523,350.703,-539.102,3.49063
-1.8888e-02,208.945,349.531,-541.875,3.50313
-1.8884e-02,209.805,349.844,-539.453,3.48281
-1.8880e-02,210.586,348.086,-539.844,3.49063
-1.8876e-02,211.602,347.656,-540.664,3.5
-1.8872e-02,212.93,346.992,-541.172,3.50469
-1.8868e-02,213.75,346.562,-541.133,3.51562
-1.8864e-02,213.438,346.133,-539.102,3.51562
-1.8860e-02,214.141,344.023,-540.234,3.54375
-1.8856e-02,216.211,343.711,-541.172,3.55625
-1.8852e-02,217.93,342.422,-541.68,3.56406
-1.8848e-02,218.828,341.289,-543.008,3.60156
-1.8844e-02,219.844,340.703,-543.672,3.62031
-1.8840e-02,220.781,340.078,-543.594,3.60156
-1.8836e-02,221.289,340.273,-543.672,3.60625
-1.8832e-02,221.133,340.078,-543.164,3.62656
-1.8828e-02,219.453,339.18,-539.414,3.6625
-1.8824e-02,218.906,337.227,-540.977,3.65312
-1.8820e-02,220.039,338.672,-541.641,3.62031
-1.8816e-02,219.844,338.75,-540.742,3.60625
-1.8812e-02,220.156,338.359,-539.922,3.6375
-1.8808e-02,221.68,337.344,-542.305,3.62031
-1.8804e-02,221.992,337.93,-541.641,3.62187
-1.8800e-02,221.875,338.008,-541.133,3.6125
-1.8796e-02,221.367,337.812,-540.664,3.60938
-1.8792e-02,221.484,337.617,-540.156,3.60469
-1.8788e-02,220.664,337.539,-536.992,3.6
-1.8784e-02,219.531,335.469,-537.305,3.6
-1.8780e-02,220.273,334.492,-537.305,3.58438
-1.8776e-02,220.859,334.062,-537.5,3.6
-1.8772e-02,221.875,333.438,-537.578,3.60938
-1.8768e-02,223.789,332.969,-540.859,3.59375
-1.8764e-02,225.234,333.789,-541.445,3.61719
-1.8760e-02,225.234,333.086,-540.977,3.64531
-1.8756e-02,226.016,333.984,-541.25,3.62969
-1.8752e-02,226.328,333.945,-541.445,3.62187
-1.8748e-02,226.328,334.18,-539.609,3.62031
-1.8744e-02,225.859,332.227,-539.414,3.62187
-1.8740e-02,226.133,331.523,-540.352,3.65469
-1.8736e-02,227.383,330.625,-541.367,3.65312
-1.8732e-02,228.984,330.508,-542.07,3.66094
-1.8728e-02,228.984,329.492,-539.141,3.67813
-1.8724e-02,230.078,326.875,-539.961,3.70625
-1.8720e-02,231.133,325.547,-540.117,3.71406
-1.8716e-02,232.344,323.945,-539.727,3.73125
-1.8712e-02,233.633,323.008,-539.727,3.72188
-1.8708e-02,234.688,322.07,-542.695,3.71875
-1.8704e-02,236.094,322.773,-543.711,3.71406
-1.8700e-02,237.617,324.023,-543.672,3.71094
-1.8696e-02,237.109,323.008,-542.266,3.72188
-1.8692e-02,236.602,323.125,-541.484,3.675
-1.8688e-02,235.664,322.891,-538.086,3.70156
-1.8684e-02,235,320.859,-537.109,3.69844
-1.8680e-02,234.453,319.336,-537.109,3.6875
-1.8676e-02,234.492,317.852,-536.406,3.72344
-1.8672e-02,235.898,316.992,-536.484,3.72656
-1.8668e-02,237.93,316.836,-539.258,3.72188
-1.8664e-02,239.219,317.305,-538.906,3.71875
-1.8660e-02,239.414,317.422,-538.203,3.72344
-1.8656e-02,239.531,316.523,-538.242,3.73125
-1.8652e-02,239.648,315.703,-537.695,3.74687
-1.8648e-02,239.961,316.523,-536.211,3.75156
-1.8644e-02,238.828,315.156,-534.648,3.72188
-1.8640e-02,238.906,313.867,-535.352,3.73906
-1.8636e-02,240.078,313.164,-535.664,3.74844
-1.8632e-02,240.781,312.148,-536.289,3.775
-1.8628e-02,242.969,311.758,-539.453,3.78438
-1.8624e-02,245,313.125,-540.156,3.77656
-1.8620e-02,245.742,313.242,-540.547,3.78438
-1.8616e-02,246.367,313.164,-541.172,3.74844
-1.8612e-02,246.523,313.125,-541.641,3.75156
-1.8608e-02,246.328,312.734,-541.25,3.78438
-1.8604e-02,245.82,312.734,-539.609,3.7625
-1.8600e-02,246.172,311.836,-540.938,3.78438
-1.8596e-02,247.461,311.133,-541.953,3.79531
-1.8592e-02,249.062,311.016,-542.656,3.79531
-1.8588e-02,248.906,309.883,-539.766,3.82344
-1.8584e-02,249.492,307.578,-540.938,3.85625
-1.8580e-02,250.938,306.641,-541.68,3.82969
-1.8576e-02,252.031,305.742,-541.953,3.85
-1.8572e-02,252.656,304.727,-542.266,3.86406
-1.8568e-02,253.672,304.102,-541.562,3.86875
-1.8564e-02,254.141,302.188,-543.008,3.86563
-1.8560e-02,256.602,302.812,-543.828,3.88437
-1.8556e-02,257.422,302.07,-542.656,3.87344
-1.8552e-02,258.242,300.43,-541.992,3.89375
-1.8548e-02,260.742,299.023,-544.844,3.87813
-1.8544e-02,262.305,298.906,-543.828,3.88125
-1.8540e-02,263.125,298.203,-543.281,3.87813
-1.8536e-02,263.594,297.227,-543.32,3.88437
-1.8532e-02,264.141,296.172,-542.812,3.86875
-1.8528e-02,264.805,295.391,-542.305,3.88437
-1.8524e-02,263.594,294.766,-538.945,3.90625
-1.8520e-02,263.789,292.812,-539.648,3.90156
-1.8516e-02,265.156,291.836,-539.961,3.89688
-1.8512e-02,266.953,290.938,-540.664,3.90938
-1.8508e-02,268.594,289.57,-544.023,3.92656
-1.8504e-02,270.742,290.195,-544.102,3.92969
-1.8500e-02,271.523,289.688,-543.828,3.94219
-1.8496e-02,272.422,289.766,-544.18,3.91875
-1.8492e-02,272.969,289.414,-544.609,3.90938
-1.8488e-02,273.359,288.789,-544.688,3.92188
-1.8484e-02,272.539,288.555,-542.383,3.93906
-1.8480e-02,273.047,287.148,-543.164,3.95938
-1.8476e-02,273.867,286.719,-544.18,3.96719
-1.8472e-02,275.586,286.133,-545,3.97812
-1.8468e-02,277.656,285.938,-549.062,4.00781
-1.8464e-02,279.18,286.836,-549.922,4.0125
-1.8460e-02,280.352,287.461,-550.703,4.02344
-1.8456e-02,280.664,287.344,-551.406,4.02812
-1.8452e-02,281.602,287.773,-552.305,4.03125
-1.8448e-02,282.578,287.578,-556.211,4.04062
-1.8444e-02,282.305,288.984,-553.555,4.0875
-1.8440e-02,282.695,287.734,-554.336,4.08438
-1.8436e-02,283.75,286.719,-554.688,4.04844
-1.8432e-02,284.766,285.508,-554.766,4.06094
-1.8428e-02,287.266,284.18,-557.305,4.06719
-1.8424e-02,287.656,284.102,-553.32,4.06719
-1.8420e-02,287.5,281.445,-552.852,4.09375
-1.8416e-02,288.008,280.273,-552.734,4.0875
-1.8412e-02,289.023,279.531,-552.461,4.07969
-1.8408e-02,289.805,278.75,-552.305,4.07656
-1.8404e-02,289.336,278.711,-548.867,4.08438
-1.8400e-02,288.711,276.367,-549.102,4.1
-1.8396e-02,290.039,275.078,-549.375,4.10781
-1.8392e-02,291.445,274.336,-549.688,4.10469
-1.8388e-02,292.227,273.438,-549.805,4.1125
-1.8384e-02,293.281,272.812,-549.297,4.15
-1.8380e-02,293.398,272.422,-548.555,4.15312
-1.8376e-02,292.539,271.406,-547.852,4.14531
-1.8372e-02,291.836,271.406,-546.523,4.11406
-1.8368e-02,290.039,271.523,-541.992,4.09688
-1.8364e-02,288.711,269.492,-542.656,4.06406
-1.8360e-02,288.789,269.805,-542.773,4.05156
-1.8356e-02,287.773,269.766,-541.25,4.03594
-1.8352e-02,286.875,269.297,-539.219,4.03125
-1.8348e-02,287.266,268.438,-540.547,4.00313
-1.8344e-02,288.008,269.492,-540.117,4.00313
-1.8340e-02,287.305,269.492,-538.633,3.99219
-1.8336e-02,286.055,269.18,-537.07,3.98281
-1.8332e-02,285.117,268.555,-535.469,3.9625
-1.8328e-02,283.633,269.609,-531.914,3.92969
-1.8324e-02,281.914,268.047,-531.133,3.92188
-1.8320e-02,281.562,267.539,-531.016,3.89062
-1.8316e-02,281.289,266.914,-530.312,3.87813
-1.8312e-02,280.703,266.055,-529.18,3.89375
-1.8308e-02,281.172,265.938,-529.375,3.87813
-1.8304e-02,281.172,265.508,-528.438,3.90625
-1.8300e-02,281.719,265.195,-528.242,3.925
-1.8296e-02,282.188,264.023,-527.852,3.92656
-1.8292e-02,282.578,262.578,-527.031,3.95938
-1.8288e-02,283.398,261.68,-526.914,3.93906
-1.8284e-02,284.844,260.82,-527.031,3.91094
-1.8280e-02,285.469,259.453,-527.344,3.93906
-1.8276e-02,286.875,258.125,-527.422,3.93125
-1.8272e-02,288.398,256.484,-527.344,3.97031
-1.8268e-02,290.547,254.258,-530.195,4.00781
-1.8264e-02,292.852,254.766,-530.625,3.9875
-1.8260e-02,294.414,253.867,-530.508,4.01875
-1.8256e-02,295.703,253.438,-530.781,4.00313
-1.8252e-02,296.289,252.422,-531.406,4.01562
-1.8248e-02,296.289,251.602,-531.406,4.05313
-1.8244e-02,296.836,251.602,-528.789,4.06719
