Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.01,,,
Horizontal Delay,0,,,
Sample Interval,1e-05,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,500,,,
Vertical Units,V,,,
Vertical Offset,0,,,
Vertical Scale,250,,,
Vertical Position,1.38,,,
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-4.7050e-02,-282.773,-29.1406,307.5,-4.01094
-4.7040e-02,-282.695,-28.7109,306.641,-3.99531
-4.7030e-02,-281.719,-29.5703,307.5,-4.00156
-4.7020e-02,-280.469,-31.0938,307.109,-3.98906
-4.7010e-02,-280.352,-30.5469,306.484,-4.01562
-4.7000e-02,-281.992,-28.5547,306.25,-4.02188
-4.6990e-02,-284.531,-25.7812,308.047,-4.02969
-4.6980e-02,-286.133,-24.5312,306.133,-4.03594
-4.6970e-02,-286.523,-22.8125,303.945,-4.05625
-4.6960e-02,-287.344,-21.2891,303.203,-4.02969
-4.6950e-02,-289.648,-18.3203,306.484,-4.0375
-4.6940e-02,-291.133,-18.125,304.258,-4.03438
-4.6930e-02,-291.016,-17.0703,302.422,-4.02969
-4.6920e-02,-291.484,-16.1328,301.836,-4.00781
-4.6910e-02,-293.359,-13.9062,304.609,-4.02344
-4.6900e-02,-293.867,-14.2578,302.695,-4.03594
-4.6890e-02,-293.125,-13.5547,300.43,-4.01406
-4.6880e-02,-293.008,-12.7344,299.766,-4.02344
-4.6870e-02,-294.141,-11.0938,302.734,-4.04531
-4.6860e-02,-294.375,-11.9922,300.703,-4.03594
-4.6850e-02,-293.008,-12.0312,298.555,-4.00156
-4.6840e-02,-292.305,-11.7969,297.93,-3.96563
-4.6830e-02,-292.891,-9.84375,301.133,-3.97344
-4.6820e-02,-292.578,-11.3672,299.18,-4
-4.6810e-02,-290.781,-11.9531,296.68,-3.9625
-4.6800e-02,-289.375,-12.2266,295.859,-3.975
-4.6790e-02,-289.727,-11.5625,298.789,-3.97344
-4.6780e-02,-290.508,-11.7969,298.203,-3.97031
-4.6770e-02,-291.953,-8.63281,297.266,-3.99531
-4.6760e-02,-292.734,-5.70312,294.453,-3.97656
-4.6750e-02,-292.969,-2.5,291.562,-3.98438
-4.6740e-02,-294.023,-0.078125,290.078,-3.9625
-4.6730e-02,-295.664,3.63281,291.289,-3.98438
-4.6720e-02,-296.367,4.02344,288.867,-3.98281
-4.6710e-02,-295.82,5.70312,286.289,-3.97344
-4.6700e-02,-295.508,7.42188,285,-3.94531
-4.6690e-02,-296.719,10.0391,286.836,-3.94219
-4.6680e-02,-296.875,9.6875,284.766,-3.94063
-4.6670e-02,-295.547,10.8984,282.93,-3.94063
-4.6660e-02,-294.688,11.0547,280.312,-3.92188
-4.6650e-02,-295.195,14.0625,282.617,-3.93438
-4.6640e-02,-294.727,13.6328,280.391,-3.92969
-4.6630e-02,-293.164,14.2188,277.5,-3.90156
-4.6620e-02,-291.641,14.375,274.609,-3.85
-4.6610e-02,-292.07,16.4844,275.977,-3.84531
-4.6600e-02,-293.477,17.1875,276.602,-3.84375
-4.6590e-02,-295.195,18.2031,278.516,-3.87344
-4.6580e-02,-295.859,17.4609,277.305,-3.88438
-4.6570e-02,-295.898,17.6953,276.484,-3.88438
-4.6560e-02,-295.742,17.8516,275.43,-3.89375
-4.6550e-02,-297.891,20.2734,279.609,-3.89062
-4.6540e-02,-298.438,19.2188,278.789,-3.90469
-4.6530e-02,-297.422,19.4141,277.656,-3.94688
-4.6520e-02,-297.227,18.9062,276.055,-3.95938
-4.6510e-02,-298.711,20.5469,279.219,-3.97969
-4.6500e-02,-300.312,20.8594,279.453,-3.97031
-4.6490e-02,-303.008,23.8281,278.672,-3.9625
-4.6480e-02,-305.391,26.5234,278.164,-3.96563
-4.6470e-02,-306.758,27.5781,279.453,-3.9875
-4.6460e-02,-307.578,26.875,279.102,-4.00156
-4.6450e-02,-309.102,29.2188,280.625,-4.00938
-4.6440e-02,-310.352,30.7031,279.141,-4.01406
-4.6430e-02,-310.859,32.5781,276.758,-4.01094
-4.6420e-02,-311.172,34.2188,275.898,-4.00781
-4.6410e-02,-312.93,36.6797,278.828,-4.00938
-4.6400e-02,-313.594,36.0547,277.148,-4.01406
-4.6390e-02,-312.227,36.4062,274.688,-3.98906
-4.6380e-02,-312.188,36.9922,273.906,-3.98438
-4.6370e-02,-313.125,38.0469,276.875,-4.01406
-4.6360e-02,-314.297,38.2812,276.406,-4.01562
-4.6350e-02,-316.055,41.1719,275.859,-4.01406
-4.6340e-02,-317.695,43.9453,273.398,-4.01406
-4.6330e-02,-318.203,46.9141,270.391,-4.025
-4.6320e-02,-319.531,49.9609,269.023,-3.98125
-4.6310e-02,-321.484,53.6328,271.523,-3.97969
-4.6300e-02,-322.148,53.3984,269.375,-3.975
-4.6290e-02,-321.602,54.375,266.875,-3.9875
-4.6280e-02,-321.758,55.7031,265.391,-4.00313
-4.6270e-02,-322.812,57.8125,268.867,-4.00469
-4.6260e-02,-322.93,56.0938,267.031,-4.00156
-4.6250e-02,-321.055,55.9375,265.195,-4.00313
-4.6240e-02,-319.883,56.0156,263.32,-3.97344
-4.6230e-02,-320.43,58.1641,262.109,-3.99531
-4.6220e-02,-321.562,61.0156,261.797,-4.01406
-4.6210e-02,-323.672,64.1016,262.656,-3.99531
-4.6200e-02,-324.414,64.2969,260.664,-3.99531
-4.6190e-02,-323.828,65.4688,258.32,-4.01094
-4.6180e-02,-324.062,66.8359,257.148,-3.97344
-4.6170e-02,-325.664,68.9844,260.547,-3.97656
-4.6160e-02,-325.586,67.3828,259.219,-3.98281
-4.6150e-02,-324.688,67.1484,257.656,-3.99375
-4.6140e-02,-323.516,67.1484,256.055,-3.96875
-4.6130e-02,-323.867,69.1016,255.273,-3.96094
-4.6120e-02,-325.664,72.2656,254.922,-3.96563
-4.6110e-02,-327.656,74.6094,256.172,-3.96563
-4.6100e-02,-328.789,74.8438,254.531,-3.95625
-4.6090e-02,-328.594,76.0547,252.5,-3.975
-4.6080e-02,-328.828,77.4219,251.055,-3.95625
-4.6070e-02,-330.195,79.9219,254.453,-3.95938
-4.6060e-02,-330.625,78.7891,253.438,-3.95938
-4.6050e-02,-329.258,78.9062,252.07,-3.96563
-4.6040e-02,-328.633,79.1406,250.195,-3.95469
-4.6030e-02,-328.75,82.1484,250.312,-3.94688
-4.6020e-02,-328.242,83.5156,246.914,-3.93906
-4.6010e-02,-326.719,84.8828,242.617,-3.9
-4.6000e-02,-325.508,86.6797,240.43,-3.86406
-4.5990e-02,-325.391,87.5781,240.469,-3.84531
-4.5980e-02,-326.25,87.6562,240.938,-3.83594
-4.5970e-02,-326.914,88.5156,242.93,-3.8375
-4.5960e-02,-326.797,86.3281,242.07,-3.84063
-4.5950e-02,-326.055,85.8984,241.562,-3.82344
-4.5940e-02,-325.195,85.2344,241.094,-3.84688
-4.5930e-02,-325.703,86.9922,241.719,-3.86719
-4.5920e-02,-325.781,87.6172,239.609,-3.88125
-4.5910e-02,-324.219,88.3594,236.445,-3.86094
-4.5900e-02,-323.203,89.375,234.961,-3.825
-4.5890e-02,-323.516,90.3125,236.719,-3.78281
-4.5880e-02,-323.633,89.8828,236.211,-3.775
-4.5870e-02,-324.57,92.2266,235.43,-3.78438
-4.5860e-02,-325.039,93.8281,232.617,-3.79531
-4.5850e-02,-324.805,96.0547,229.297,-3.78438
-4.5840e-02,-325.156,97.9297,227.656,-3.75625
-4.5830e-02,-325.938,100.273,230.234,-3.73438
-4.5820e-02,-325.508,99.0234,229.023,-3.7375
-4.5810e-02,-324.297,98.5938,226.914,-3.76875
-4.5800e-02,-322.93,98.7109,224.883,-3.74219
-4.5790e-02,-322.656,100.664,223.672,-3.72813
-4.5780e-02,-323.867,103.359,222.891,-3.71094
-4.5770e-02,-325.742,105.938,224.531,-3.725
-4.5760e-02,-326.523,105.508,223.125,-3.72969
-4.5750e-02,-325.898,105.898,221.094,-3.71719
-4.5740e-02,-325.938,106.953,220.469,-3.72344
-4.5730e-02,-327.656,107.812,223.203,-3.74219
-4.5720e-02,-328.672,108.086,223.555,-3.74844
-4.5710e-02,-328.32,109.648,220.742,-3.71563
-4.5700e-02,-327.578,113.008,218.555,-3.66875
-4.5690e-02,-327.383,115,215.977,-3.67656
-4.5680e-02,-326.211,115.352,214.18,-3.67344
-4.5670e-02,-324.375,115,209.727,-3.67656
-4.5660e-02,-322.773,115.742,208.047,-3.64844
-4.5650e-02,-322.539,116.484,210.781,-3.65
-4.5640e-02,-323.164,115.078,210.391,-3.6625
-4.5630e-02,-324.141,115.938,208.906,-3.6625
-4.5620e-02,-326.758,119.062,209.648,-3.66875
-4.5610e-02,-330.156,121.367,213.086,-3.69531
-4.5600e-02,-332.93,120.703,213.125,-3.71719
-4.5590e-02,-334.062,121.797,213.398,-3.74219
-4.5580e-02,-335.391,122.93,213.438,-3.76562
-4.5570e-02,-337.383,126.094,214.961,-3.75469
-4.5560e-02,-338.711,127.734,213.516,-3.74219
-4.5550e-02,-339.336,129.766,211.406,-3.76094
-4.5540e-02,-339.922,131.484,210.391,-3.73594
-4.5530e-02,-341.406,133.359,214.102,-3.74844
-4.5520e-02,-341.719,131.328,213.32,-3.7375
